entity_id,entity_name,model_id,is_refusal,coverage,accuracy,score,embedding_sim
syn_cs_yorel_heskenwald,"Yorel Heskenwald",gpt-5.4,1,0.000,0.000,0.000,0.491
syn_cs_yorel_heskenwald,"Yorel Heskenwald",gpt-5.3,1,0.000,0.000,0.000,0.491
syn_cs_yorel_heskenwald,"Yorel Heskenwald",gemini-3-flash-think,1,0.000,0.000,0.000,0.491
syn_cs_yorel_heskenwald,"Yorel Heskenwald",deepseek-v4-flash-think,1,0.000,0.000,0.000,0.491
syn_cs_yorel_heskenwald,"Yorel Heskenwald",grok-4.20-think,0,0.000,0.000,0.000,0.483
syn_cs_yorel_heskenwald,"Yorel Heskenwald",kimi-k2,0,0.000,0.000,0.000,0.480
syn_cs_yorel_heskenwald,"Yorel Heskenwald",claude-sonnet-4.6-think,1,0.000,0.000,0.000,0.446
syn_cs_yorel_heskenwald,"Yorel Heskenwald",qwen3-235b-a22b-think,0,0.000,0.000,0.000,0.473
syn_cs_yorel_heskenwald,"Yorel Heskenwald",mistral-large,0,0.000,0.000,0.000,0.485
syn_cs_yorel_heskenwald,"Yorel Heskenwald",glm-4-32b,0,0.000,0.000,0.000,0.481
syn_cs_yorel_heskenwald,"Yorel Heskenwald",grok-4,0,0.000,0.000,0.000,0.495
syn_cs_yorel_heskenwald,"Yorel Heskenwald",mistral-medium-3.1,0,0.000,0.000,0.000,0.485
syn_cs_yorel_heskenwald,"Yorel Heskenwald",gpt-5.5-think,1,0.000,0.000,0.000,0.491
syn_cs_yorel_heskenwald,"Yorel Heskenwald",claude-opus-4.6-think,1,0.000,0.000,0.000,0.446
syn_cs_yorel_heskenwald,"Yorel Heskenwald",llama-4-maverick,0,0.000,0.000,0.000,0.845
syn_cs_yorel_heskenwald,"Yorel Heskenwald",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.491
syn_cs_yorel_heskenwald,"Yorel Heskenwald",mistral-small-24b,1,0.000,0.000,0.000,0.446
syn_cs_yorel_heskenwald,"Yorel Heskenwald",minimax-m2.7-think,0,0.000,0.000,0.000,0.476
syn_cs_yorel_heskenwald,"Yorel Heskenwald",qwen3-8b-think,0,0.000,0.000,0.000,0.479
syn_cs_yorel_heskenwald,"Yorel Heskenwald",ernie-4.5-300b-a47b,0,0.000,0.000,0.000,0.480
syn_cs_anveer_kothakonda,"Anveer Kothakonda",gpt-5.4,1,0.000,0.000,0.000,0.459
syn_cs_anveer_kothakonda,"Anveer Kothakonda",gpt-5.3,1,0.000,0.000,0.000,0.459
syn_cs_yorel_heskenwald,"Yorel Heskenwald",gemini-3.1-pro,1,0.000,0.000,0.000,0.491
syn_cs_yorel_heskenwald,"Yorel Heskenwald",llama-3.2-1b,0,0.000,0.000,0.000,0.482
syn_cs_yorel_heskenwald,"Yorel Heskenwald",glm-5.1-think,1,0.000,0.000,0.000,0.491
syn_cs_yorel_heskenwald,"Yorel Heskenwald",ministral-3b,0,0.000,0.000,0.000,0.482
syn_cs_yorel_heskenwald,"Yorel Heskenwald",llama-3.3-70b,0,0.000,0.000,0.000,0.805
syn_cs_yorel_heskenwald,"Yorel Heskenwald",gpt-oss-20b-think,1,0.000,0.000,0.000,0.491
syn_cs_anveer_kothakonda,"Anveer Kothakonda",gpt-5.5-think,1,0.000,0.000,0.000,0.459
syn_cs_yorel_heskenwald,"Yorel Heskenwald",phi-4,0,0.000,0.000,0.000,0.851
syn_cs_anveer_kothakonda,"Anveer Kothakonda",claude-opus-4.6-think,1,0.000,0.000,0.000,0.459
syn_cs_anveer_kothakonda,"Anveer Kothakonda",grok-4,0,0.000,0.000,0.000,0.497
syn_cs_anveer_kothakonda,"Anveer Kothakonda",grok-4.20-think,0,0.000,0.000,0.000,0.534
syn_cs_anveer_kothakonda,"Anveer Kothakonda",gemini-3-flash-think,1,0.000,0.000,0.000,0.459
syn_cs_yorel_heskenwald,"Yorel Heskenwald",kimi-k2.6-think,1,0.000,0.000,0.000,0.491
syn_cs_anveer_kothakonda,"Anveer Kothakonda",kimi-k2,0,0.000,0.000,0.000,0.535
syn_cs_yorel_heskenwald,"Yorel Heskenwald",llama-3.1-8b,0,0.000,0.000,0.000,0.847
syn_cs_anveer_kothakonda,"Anveer Kothakonda",claude-sonnet-4.6-think,1,0.000,0.000,0.000,0.418
syn_cs_anveer_kothakonda,"Anveer Kothakonda",mistral-large,0,0.000,0.000,0.000,0.537
